jobCode,team,skill,subSkill,minValue
DPPP1,SPE West,Analytical Thinking,Problem Solving,2
DPPP1,SPE West,Budgeting,Accounting,1
DPPP1,SPE West,Business Intelligence Tools,Subskill 3,1
DPPP1,SPE West,Communication,Collaboration across BU/Function,2
DPPP1,SPE West,Communication,Responsibility - customer centric,2
DPPP1,SPE West,Consulting,Subskill 4,1
DPPP1,SPE West,Contract Management,Contract Management,1
DPPP1,SPE West,Customer Orientation,Ownership Accountability,2
DPPP1,SPE West,Decision Making,Subskill 6,1
DPPP1,SPE West,Digital Literacy,On boarding Training Path,2
DPPP1,SPE West,Digital Literacy,On boarding plan - Regional path,2
DPPP1,SPE West,Digital Literacy,MLL/Coursera,2
DPPP1,SPE West,Digital Literacy,Teams/Outlook/M365,2
DPPP1,SPE West,Digital Literacy,Spice+,2
DPPP1,SPE West,Digital Literacy,Folder,2
DPPP1,SPE West,Digital Literacy,SEA,2
DPPP1,SPE West,Digital Literacy,bFO,2
DPPP1,SPE West,Digital Literacy,CPS,2
DPPP1,SPE West,Digital Literacy,Cust Sat Tool - SCR/PET,2
DPPP1,SPE West,Digital Literacy,Who's who,2
DPPP1,SPE West,Digital Literacy,Escalation process,2
DPPP1,SPE West,Digital Literacy,PHR,2
DPPP1,SPE West,Digital Literacy,Career Hub,2
DPPP1,SPE West,Digital Literacy,Achievers,2
DPPP1,SPE West,Financial Management,Financial Acumen,1
DPPP1,SPE West,Operational Efficiency,AI learning & mechanics,2
DPPP1,SPE West,Prioritization,Subskill 9,2
DPPP1,SPE West,Project Management,Change Order Management,2
DPPP1,SPE West,Project Management,Technical Support,2
DPPP1,SPE West,Project Management,NB4 Date Management,2
DPPP1,SPE West,Project Management,APM Certification,2
DPPP1,SPE West,Project Management,PMP Certification,2
DPPP1,SPE West,Reporting,Reporting,1
DPPP1,SPE West,Risk Management,Risk Management & Method,1
DPPP1,SPE West,Safety Regulations,Subskill 11,2
DPPP2,SPE West,Analytical Thinking,Problem Solving,2
DPPP2,SPE West,Budgeting,Accounting,1
DPPP2,SPE West,Communication,Collaboration across BU/Function,2
DPPP2,SPE West,Communication,Responsibility - Customer Centric,2
DPPP2,SPE West,Consulting,Subskill 4,1
DPPP2,SPE West,Contract Management,Contract Management,1
DPPP2,SPE West,Customer Orientation,Ownership Accountability,2
DPPP2,SPE West,Decision Making,Subskill 6,2
DPPP2,SPE West,Digital Literacy,On boarding Training Path,2
DPPP2,SPE West,Digital Literacy,On boarding plan - Regional path,2
DPPP2,SPE West,Digital Literacy,MLL/Coursera,2
DPPP2,SPE West,Digital Literacy,Teams/Outlook/M365,2
DPPP2,SPE West,Digital Literacy,Spice+,2
DPPP2,SPE West,Digital Literacy,Folder,2
DPPP2,SPE West,Digital Literacy,SEA,2
DPPP2,SPE West,Digital Literacy,bFO,2
DPPP2,SPE West,Digital Literacy,CPS,2
DPPP2,SPE West,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP2,SPE West,Digital Literacy,Who's who,2
DPPP2,SPE West,Digital Literacy,Escalation process,2
DPPP2,SPE West,Digital Literacy,PHR,2
DPPP2,SPE West,Digital Literacy,Career Hub,2
DPPP2,SPE West,Digital Literacy,Achievers,2
DPPP2,SPE West,Financial Management,Financial Acumen,1
DPPP2,SPE West,Operational Efficiency,AI learning & mechanics,2
DPPP2,SPE West,Prioritization,Subskill 9,3
DPPP2,SPE West,Project Management,Change Order Management,2
DPPP2,SPE West,Project Management,Technical Support,2
DPPP2,SPE West,Project Management,NB4 Date Management,2
DPPP2,SPE West,Project Management,APM Certification,2
DPPP2,SPE West,Project Management,PMP Certification,2
DPPP2,SPE West,Reporting,Reporting,1
DPPP2,SPE West,Risk Management,Risk Management & Method,1
DPPP2,SPE West,Safety Regulations,Subskill 11,2
DPPP3,SPE West,Analytical Thinking,Problem Solving,3
DPPP3,SPE West,Budgeting,Accounting,2
DPPP3,SPE West,Communication,Collaboration across BU/Function,3
DPPP3,SPE West,Communication,Responsibility - customer centric,3
DPPP3,SPE West,Consulting,Subskill 4,2
DPPP3,SPE West,Contract Management,Contract Management,2
DPPP3,SPE West,Customer Orientation,Ownership Accountability,3
DPPP3,SPE West,Decision Making,Subskill 6,3
DPPP3,SPE West,Digital Literacy,On boarding Training Path,2
DPPP3,SPE West,Digital Literacy,On boarding plan - Regional path,2
DPPP3,SPE West,Digital Literacy,MLL/Coursera,2
DPPP3,SPE West,Digital Literacy,Teams/Outlook/M365,2
DPPP3,SPE West,Digital Literacy,Spice+,2
DPPP3,SPE West,Digital Literacy,Folder,2
DPPP3,SPE West,Digital Literacy,SEA,2
DPPP3,SPE West,Digital Literacy,bFO,2
DPPP3,SPE West,Digital Literacy,CPS,2
DPPP3,SPE West,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP3,SPE West,Digital Literacy,Who's who,2
DPPP3,SPE West,Digital Literacy,Escalation process,2
DPPP3,SPE West,Digital Literacy,PHR,2
DPPP3,SPE West,Digital Literacy,Career Hub,2
DPPP3,SPE West,Digital Literacy,Achievers,2
DPPP3,SPE West,Financial Management,Financial Acumen,2
DPPP3,SPE West,Operational Efficiency,AI learning & mechanics,3
DPPP3,SPE West,Prioritization,Subskill 9,3
DPPP3,SPE West,Project Management,Change Order Management,3
DPPP3,SPE West,Project Management,Technical Support,3
DPPP3,SPE West,Project Management,NB4 Date Management,3
DPPP3,SPE West,Project Management,APM Certification,3
DPPP3,SPE West,Project Management,PMP Certification,3
DPPP3,SPE West,Reporting,Reporting,2
DPPP3,SPE West,Risk Management,Risk Management & Method,3
DPPP3,SPE West,Safety Regulations,Subskill 11,2
DPPP4,SPE West,Budgeting,Accounting,3
DPPP4,SPE West,Communication,Collaboration across BU/Function,3
DPPP4,SPE West,Communication,Responsibility - customer centric,3
DPPP4,SPE West,Consulting,Subskill 4,3
DPPP4,SPE West,Contract Management,Contract Management,2
DPPP4,SPE West,Critical Thinking,Emotional Intelligence,3
DPPP4,SPE West,Critical Thinking,Critical Thinking,3
DPPP4,SPE West,Customer Orientation,Ownership Accountability,3
DPPP4,SPE West,Decision Making,Subskill 6,3
DPPP4,SPE West,Digital Literacy,On boarding Training Path,3
DPPP4,SPE West,Digital Literacy,On boarding plan - Regional path,3
DPPP4,SPE West,Digital Literacy,MLL/Coursera,3
DPPP4,SPE West,Digital Literacy,Teams/Outlook/M365,3
DPPP4,SPE West,Digital Literacy,Spice+,3
DPPP4,SPE West,Digital Literacy,Folder,3
DPPP4,SPE West,Digital Literacy,SEA,3
DPPP4,SPE West,Digital Literacy,bFO,3
DPPP4,SPE West,Digital Literacy,CPS,3
DPPP4,SPE West,Digital Literacy,Cust Sat tool - SCR/PET,3
DPPP4,SPE West,Digital Literacy,Who's who,3
DPPP4,SPE West,Digital Literacy,Escalation process,3
DPPP4,SPE West,Digital Literacy,PHR,3
DPPP4,SPE West,Digital Literacy,Career Hub,3
DPPP4,SPE West,Digital Literacy,Achievers,3
DPPP4,SPE West,Financial Management,Financial Acumen,2
DPPP4,SPE West,Operational Efficiency,AI learning & mechanics,3
DPPP4,SPE West,Prioritization,Subskill 9,4
DPPP4,SPE West,Project Management,Change Order Management,3
DPPP4,SPE West,Project Management,Technical Support,3
DPPP4,SPE West,Project Management,NB4 Date Management,3
DPPP4,SPE West,Project Management,APM Certification,3
DPPP4,SPE West,Project Management,PMP Certification,3
DPPP4,SPE West,Reporting,Reporting,2
DPPP4,SPE West,Risk Management,Risk Management & Method,3
DPPP4,SPE West,Safety Regulations,Subskill 11,3
DHDP1,SPE West,Adaptability,Subskill 1,2
DHDP1,SPE West,Administrative Knowledge,Subskill 2,3
DHDP1,SPE West,Business Intelligence Tools,Subskill 3,1
DHDP1,SPE West,Communication,Collaboration across BU/Function,2
DHDP1,SPE West,Communication,Responsibility - customer centric,2
DHDP1,SPE West,Customer Orientation,Ownership Accountability,2
DHDP1,SPE West,Database Management,Subskill 5,3
DHDP1,SPE West,Digital Literacy,On boarding Training Path,2
DHDP1,SPE West,Digital Literacy,On boarding plan - Regional path,2
DHDP1,SPE West,Digital Literacy,MLL/Coursera,2
DHDP1,SPE West,Digital Literacy,Teams/Outlook/M365,2
DHDP1,SPE West,Digital Literacy,Spice+,2
DHDP1,SPE West,Digital Literacy,Folder,2
DHDP1,SPE West,Digital Literacy,SEA,2
DHDP1,SPE West,Digital Literacy,bFO,2
DHDP1,SPE West,Digital Literacy,CPS,2
DHDP1,SPE West,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP1,SPE West,Digital Literacy,Who's who,2
DHDP1,SPE West,Digital Literacy,Escalation process,2
DHDP1,SPE West,Digital Literacy,PHR,2
DHDP1,SPE West,Digital Literacy,Career Hub,2
DHDP1,SPE West,Digital Literacy,Achievers,2
DHDP1,SPE West,Document Management System,Subskill 7,2
DHDP1,SPE West,Documentation,Subskill 8,2
DHDP1,SPE West,Personal Productivity,Subskill 8,2
DHDP1,SPE West,Project Management,Change Order Management,1
DHDP1,SPE West,Project Management,Technical Support,1
DHDP1,SPE West,Project Management,NB4 Date Management,1
DHDP1,SPE West,Project Management,APM Certification,1
DHDP1,SPE West,Project Management,PMP Certification,1
DHDP1,SPE West,Project Scheduling,Sales Forecast Accuracy,1
DHDP1,SPE West,Quality Assurance,Subskill 10,1
DHDP1,SPE West,Reporting,Reporting,2
DHDP1,SPE West,Risk Management,Risk Management & Method,1
DHDP1,SPE West,Simplification,Subskill 12,1
DHDP2,SPE West,Adaptability,Subskill 1,3
DHDP2,SPE West,Administrative Knowledge,Subskill 2,3
DHDP2,SPE West,Business Intelligence Tools,Subskill 3,2
DHDP2,SPE West,Communication,Collaboration across BU/Function,3
DHDP2,SPE West,Communication,Responsibility - customer centric,3
DHDP2,SPE West,Customer Orientation,Ownership Accountability,3
DHDP2,SPE West,Database Management,Subskill 5,3
DHDP2,SPE West,Digital Literacy,On boarding Training Path,2
DHDP2,SPE West,Digital Literacy,On boarding plan - Regional path,2
DHDP2,SPE West,Digital Literacy,MLL/Coursera,2
DHDP2,SPE West,Digital Literacy,Teams/Outlook/M365,2
DHDP2,SPE West,Digital Literacy,Spice+,2
DHDP2,SPE West,Digital Literacy,Folder,2
DHDP2,SPE West,Digital Literacy,SEA,2
DHDP2,SPE West,Digital Literacy,bFO,2
DHDP2,SPE West,Digital Literacy,CPS,2
DHDP2,SPE West,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP2,SPE West,Digital Literacy,Who's who,2
DHDP2,SPE West,Digital Literacy,Escalation process,2
DHDP2,SPE West,Digital Literacy,PHR,2
DHDP2,SPE West,Digital Literacy,Career Hub,2
DHDP2,SPE West,Digital Literacy,Achievers,2
DHDP2,SPE West,Document Management System,Subskill 7,3
DHDP2,SPE West,Documentation,Subskill 8,3
DHDP2,SPE West,Personal Productivity,Subskill 8,3
DHDP2,SPE West,Project Management,Change Order Management,2
DHDP2,SPE West,Project Management,Technical Support,2
DHDP2,SPE West,Project Management,NB4 Date Management,2
DHDP2,SPE West,Project Management,APM Certification,2
DHDP2,SPE West,Project Management,PMP Certification,2
DHDP2,SPE West,Project Scheduling,Sales Forecast Accuracy,2
DHDP2,SPE West,Quality Assurance,Subskill 10,2
DHDP2,SPE West,Reporting,Reporting,3
DHDP2,SPE West,Risk Management,Risk Management & Method,1
DHDP2,SPE West,Simplification,Subskill 12,2
DHDP3,SPE West,Adaptability,Subskill 1,3
DHDP3,SPE West,Administrative Knowledge,Subskill 2,2
DHDP3,SPE West,Business Intelligence Tools,Subskill 3,3
DHDP3,SPE West,Communication,Collaboration across BU/Function,4
DHDP3,SPE West,Communication,Responsibility - customer centric,4
DHDP3,SPE West,Customer Orientation,Ownership Accountability,4
DHDP3,SPE West,Database Management,Subskill 5,2
DHDP3,SPE West,Digital Literacy,On boarding Training Path,2
DHDP3,SPE West,Digital Literacy,On boarding plan - Regional path,2
DHDP3,SPE West,Digital Literacy,MLL/Coursera,2
DHDP3,SPE West,Digital Literacy,Teams/Outlook/M365,2
DHDP3,SPE West,Digital Literacy,Spice+,2
DHDP3,SPE West,Digital Literacy,Folder,2
DHDP3,SPE West,Digital Literacy,SEA,2
DHDP3,SPE West,Digital Literacy,bFO,2
DHDP3,SPE West,Digital Literacy,CPS,2
DHDP3,SPE West,Digital Literacy,Cust Sat tool - SCR/PET,2
DHDP3,SPE West,Digital Literacy,Who's who,2
DHDP3,SPE West,Digital Literacy,Escalation process,2
DHDP3,SPE West,Digital Literacy,PHR,2
DHDP3,SPE West,Digital Literacy,Career Hub,2
DHDP3,SPE West,Digital Literacy,Achievers,2
DHDP3,SPE West,Document Management System,Subskill 7,4
DHDP3,SPE West,Documentation,Subskill 8,4
DHDP3,SPE West,Personal Productivity,Subskill 8,4
DHDP3,SPE West,Project Management,Change Order Management,3
DHDP3,SPE West,Project Management,Technical Support,3
DHDP3,SPE West,Project Management,NB4 Date Management,3
DHDP3,SPE West,Project Management,APM Certification,3
DHDP3,SPE West,Project Management,PMP Certification,3
DHDP3,SPE West,Project Scheduling,Sales Forecast Accuracy,3
DHDP3,SPE West,Quality Assurance,Subskill 10,3
DHDP3,SPE West,Reporting,Reporting,4
DHDP3,SPE West,Risk Management,Risk Management & Method,2
DHDP3,SPE West,Simplification,Subskill 12,3
DPPP1,SPE Central,Analytical Thinking,Problem Solving,2
DPPP1,SPE Central,Budgeting,Accounting,1
DPPP1,SPE Central,Business Intelligence Tools,Subskill 3,1
DPPP1,SPE Central,Communication,Collaboration across BU/Function,2
DPPP1,SPE Central,Communication,Responsibility - customer centric,2
DPPP1,SPE Central,Consulting,Subskill 4,1
DPPP1,SPE Central,Contract Management,Contract Management,1
DPPP1,SPE Central,Customer Orientation,Ownership Accountability,2
DPPP1,SPE Central,Decision Making,Subskill 6,1
DPPP1,SPE Central,Digital Literacy,On boarding Training Path,2
DPPP1,SPE Central,Digital Literacy,On boarding plan - Regional path,2
DPPP1,SPE Central,Digital Literacy,MLL/Coursera,2
DPPP1,SPE Central,Digital Literacy,Teams/Outlook/M365,2
DPPP1,SPE Central,Digital Literacy,Spice+,2
DPPP1,SPE Central,Digital Literacy,Folder,2
DPPP1,SPE Central,Digital Literacy,SEA,2
DPPP1,SPE Central,Digital Literacy,bFO,2
DPPP1,SPE Central,Digital Literacy,CPS,2
DPPP1,SPE Central,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP1,SPE Central,Digital Literacy,Who's who,2
DPPP1,SPE Central,Digital Literacy,Escalation process,2
DPPP1,SPE Central,Digital Literacy,PHR,2
DPPP1,SPE Central,Digital Literacy,Career Hub,2
DPPP1,SPE Central,Digital Literacy,Achievers,2
DPPP1,SPE Central,Financial Management,Financial Acumen,1
DPPP1,SPE Central,Operational Efficiency,AI learning & mechanics,2
DPPP1,SPE Central,Prioritization,Subskill 9,2
DPPP1,SPE Central,Project Management,Change Order Management,2
DPPP1,SPE Central,Project Management,Technical Support,2
DPPP1,SPE Central,Project Management,NB4 Date Management,2
DPPP1,SPE Central,Project Management,APM Certification,2
DPPP1,SPE Central,Project Management,PMP Certification,2
DPPP1,SPE Central,Reporting,Reporting,1
DPPP1,SPE Central,Risk Management,Risk Management & Method,1
DPPP1,SPE Central,Safety Regulations,Subskill 11,2
DPPP2,SPE Central,Analytical Thinking,Problem Solving,2
DPPP2,SPE Central,Budgeting,Accounting,1
DPPP2,SPE Central,Communication,Collaboration across BU/Function,2
DPPP2,SPE Central,Communication,Responsibility - customer centric,2
DPPP2,SPE Central,Consulting,Subskill 4,1
DPPP2,SPE Central,Contract Management,Contract Management,1
DPPP2,SPE Central,Customer Orientation,Ownership Accountability,2
DPPP2,SPE Central,Decision Making,Subskill 6,2
DPPP2,SPE Central,Digital Literacy,On boarding Training Path,2
DPPP2,SPE Central,Digital Literacy,On boarding plan - Regional path,2
DPPP2,SPE Central,Digital Literacy,MLL/Coursera,2
DPPP2,SPE Central,Digital Literacy,Teams/Outlook/M365,2
DPPP2,SPE Central,Digital Literacy,Spice+,2
DPPP2,SPE Central,Digital Literacy,Folder,2
DPPP2,SPE Central,Digital Literacy,SEA,2
DPPP2,SPE Central,Digital Literacy,bFO,2
DPPP2,SPE Central,Digital Literacy,CPS,2
DPPP2,SPE Central,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP2,SPE Central,Digital Literacy,Who's who,2
DPPP2,SPE Central,Digital Literacy,Escalation process,2
DPPP2,SPE Central,Digital Literacy,PHR,2
DPPP2,SPE Central,Digital Literacy,Career Hub,2
DPPP2,SPE Central,Digital Literacy,Achievers,2
DPPP2,SPE Central,Financial Management,Financial Acumen,1
DPPP2,SPE Central,Operational Efficiency,AI learning & mechanics,2
DPPP2,SPE Central,Prioritization,Subskill 9,3
DPPP2,SPE Central,Project Management,Change Order Management,2
DPPP2,SPE Central,Project Management,Technical Support,2
DPPP2,SPE Central,Project Management,NB4 Date Management,2
DPPP2,SPE Central,Project Management,APM Certification,2
DPPP2,SPE Central,Project Management,PMP Certification,2
DPPP2,SPE Central,Reporting,Reporting,1
DPPP2,SPE Central,Risk Management,Risk Management & Method,1
DPPP2,SPE Central,Safety Regulations,Subskill 11,2
DPPP3,SPE Central,Analytical Thinking,Problem Solving,3
DPPP3,SPE Central,Budgeting,Accounting,2
DPPP3,SPE Central,Communication,Collaboration across BU/Function,3
DPPP3,SPE Central,Communication,Responsibility - customer centric,3
DPPP3,SPE Central,Consulting,Subskill 4,2
DPPP3,SPE Central,Contract Management,Contract Management,2
DPPP3,SPE Central,Customer Orientation,Ownership Accountability,3
DPPP3,SPE Central,Decision Making,Subskill 6,3
DPPP3,SPE Central,Digital Literacy,On boarding Training Path,2
DPPP3,SPE Central,Digital Literacy,On boarding plan - Regional path,2
DPPP3,SPE Central,Digital Literacy,MLL/Coursera,2
DPPP3,SPE Central,Digital Literacy,Teams/Outlook/M365,2
DPPP3,SPE Central,Digital Literacy,Spice+,2
DPPP3,SPE Central,Digital Literacy,Folder,2
DPPP3,SPE Central,Digital Literacy,SEA,2
DPPP3,SPE Central,Digital Literacy,bFO,2
DPPP3,SPE Central,Digital Literacy,CPS,2
DPPP3,SPE Central,Digital Literacy,Cust Sat tool - SCR/PET,2
DPPP3,SPE Central,Digital Literacy,Who's who,2
DPPP3,SPE Central,Digital Literacy,Escalation process,2
DPPP3,SPE Central,Digital Literacy,PHR,2
DPPP3,SPE Central,Digital Literacy,Career Hub,2
DPPP3,SPE Central,Digital Literacy,Achievers,2
DPPP3,SPE Central,Financial Management,Financial Acumen,2
DPPP3,SPE Central,Operational Efficiency,AI learning & mechanics,3
DPPP3,SPE Central,Prioritization,Subskill 9,3
DPPP3,SPE Central,Project Management,Change Order Management,3
DPPP3,SPE Central,Project Management,Technical Support,3
DPPP3,SPE Central,Project Management,NB4 Date Management,3
DPPP3,SPE Central,Project Management,APM Certification,3
DPPP3,SPE Central,Project Management,PMP Certification,3
DPPP3,SPE Central,Reporting,Reporting,2
DPPP3,SPE Central,Risk Management,Risk Management & Method,3
DPPP3,SPE Central,Safety Regulations,Subskill 11,2
DPPP4,SPE Central,Budgeting,Accounting,3
DPPP4,SPE Central,Communication,Collaboration across BU/Function,3
DPPP4,SPE Central,Communication,Responsibility - customer centric,3
DPPP4,SPE Central,Consulting,Subskill 4,3
DPPP4,SPE Central,Contract Management,Contract Management,2
DPPP4,SPE Central,Critical Thinking,Emotional Intelligence,3
DPPP4,SPE Central,Critical Thinking,Critical Thinking,3
DPPP4,SPE Central,Customer Orientation,Ownership Accountability,3
DPPP4,SPE Central,Decision Making,Subskill 6,3
DPPP4,SPE Central,Digital Literacy,On boarding Training Path,3
DPPP4,SPE Central,Digital Literacy,On boarding plan - Regional path,3
DPPP4,SPE Central,Digital Literacy,MLL/Coursera,3
DPPP4,SPE Central,Digital Literacy,Teams/Outlook/M365,3
DPPP4,SPE Central,Digital Literacy,Spice+,3
DPPP4,SPE Central,Digital Literacy,Folder,3
DPPP4,SPE Central,Digital Literacy,SEA,3
DPPP4,SPE Central,Digital Literacy,bFO,3
DPPP4,SPE Central,Digital Literacy,CPS,3
DPPP4,SPE Central,Digital Literacy,Cust Sat tool - SCR/PET,3
DPPP4,SPE Central,Digital Literacy,Who's who,3
DPPP4,SPE Central,Digital Literacy,Escalation process,3
DPPP4,SPE Central,Digital Literacy,PHR,3
DPPP4,SPE Central,Digital Literacy,Career Hub,3
DPPP4,SPE Central,Digital Literacy,Achievers,3
DPPP4,SPE Central,Financial Management,Financial Acumen,2
DPPP4,SPE Central,Operational Efficiency,AI learning & mechanics,3
DPPP4,SPE Central,Prioritization,Subskill 9,4
DPPP4,SPE Central,Project Management,Change Order Management,3
DPPP4,SPE Central,Project Management,Technical Support,3
DPPP4,SPE Central,Project Management,NB4 Date Management,3
DPPP4,SPE Central,Project Management,APM Certification,3
